id,organization_id,url,type,species,breeds,colors,age,gender,size,coat,attributes,environment,tags,name,description,photos,status,status_changed_at,published_at,distance,contact,_links
47423986,PA753,https://www.petfinder.com/dog/james-47423986/pa/bartonsville/hope-for-hannah-rescue-inc-pa753/?referrer_id=96f6bcc2-4d0b-4971-9351-30a7a4f94a88,Dog,Dog,"{'primary': 'Labrador Retriever', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': 'Yellow / Tan / Blond / Fawn', 'secondary': None, 'tertiary': None}",Baby,Male,Extra Large,Short,"{'spayed_neutered': False, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': True, 'dogs': True, 'cats': None}",[],James.,James is a really sweet and very impressive looking puppy.  At just 12 weeks of age he already weighs 24...,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47423986/1/?bust=1582167960&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47423986/1/?bust=1582167960&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47423986/1/?bust=1582167960&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47423986/1/?bust=1582167960'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47423986/2/?bust=1582167994&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47423986/2/?bust=1582167994&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47423986/2/?bust=1582167994&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47423986/2/?bust=1582167994'}]",adoptable,2020-02-21T02:44:49+0000,2020-02-21T02:44:49+0000,,"{'email': 'hopeforhannahrescue@gmail.com', 'phone': None, 'address': {'address1': 'PO Box 663', 'address2': None, 'city': 'Bartonsville', 'state': 'PA', 'postcode': '18321', 'country': 'US'}}","{'self': {'href': '/v2/animals/47423986'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/pa753'}}"
47432926,MO669,https://www.petfinder.com/dog/mouser-47432926/mo/pacific/home-2-home-canine-orphanage-mo669/?referrer_id=96f6bcc2-4d0b-4971-9351-30a7a4f94a88,Dog,Dog,"{'primary': 'Jack Russell Terrier', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Young,Male,Small,Short,"{'spayed_neutered': True, 'house_trained': True, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': True, 'dogs': True, 'cats': None}",[],Mouser,"PLEASE READ 

Please call us at (314) 631-6738 or email us at info@kingdomcanine.com to ask any questions or to get...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/1/?bust=1582252311&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/1/?bust=1582252311&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/1/?bust=1582252311&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/1/?bust=1582252311'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/2/?bust=1582252498&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/2/?bust=1582252498&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/2/?bust=1582252498&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/2/?bust=1582252498'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/3/?bust=1582252514&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/3/?bust=1582252514&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/3/?bust=1582252514&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/3/?bust=1582252514'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/4/?bust=1582252536&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/4/?bust=1582252536&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/4/?bust=1582252536&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/4/?bust=1582252536'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/5/?bust=1582252540&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/5/?bust=1582252540&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/5/?bust=1582252540&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/5/?bust=1582252540'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/6/?bust=1582252542&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/6/?bust=1582252542&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/6/?bust=1582252542&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432926/6/?bust=1582252542'}]",adoptable,2020-02-21T02:42:10+0000,2020-02-21T02:42:10+0000,,"{'email': 'kristen@allcrittercare.com', 'phone': '(314) 631-6738', 'address': {'address1': None, 'address2': None, 'city': 'Pacific', 'state': 'MO', 'postcode': '63069', 'country': 'US'}}","{'self': {'href': '/v2/animals/47432926'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/mo669'}}"
47432970,IL244,https://www.petfinder.com/dog/louise-47432970/il/aurora/rover-rescue-il244/?referrer_id=96f6bcc2-4d0b-4971-9351-30a7a4f94a88,Dog,Dog,"{'primary': 'Pit Bull Terrier', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Black', 'secondary': None, 'tertiary': None}",Baby,Female,Medium,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': True, 'dogs': True, 'cats': None}",[],Louise,These pups are 8 week pit mixes.  These pups are good with other dogs and people.  These pups are altered...,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432970/1/?bust=1582252823&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432970/1/?bust=1582252823&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432970/1/?bust=1582252823&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432970/1/?bust=1582252823'}]",adoptable,2020-02-21T02:42:00+0000,2020-02-21T02:42:00+0000,,"{'email': 'info@RoverRescue.org', 'phone': '(630) 897-7454', 'address': {'address1': 'PO Box 4074', 'address2': None, 'city': 'Aurora', 'state': 'IL', 'postcode': '60542', 'country': 'US'}}","{'self': {'href': '/v2/animals/47432970'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/il244'}}"
47432973,NY1334,https://www.petfinder.com/dog/archie-47432973/ny/patterson/happy-life-animal-rescue-ny1334/?referrer_id=96f6bcc2-4d0b-4971-9351-30a7a4f94a88,Dog,Dog,"{'primary': 'Terrier', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': 'Brindle', 'secondary': None, 'tertiary': None}",Baby,Male,Medium,Short,"{'spayed_neutered': False, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': False}","{'children': True, 'dogs': None, 'cats': None}",[],Archie,Come and meet the Riverdale pups from Alabama. Super sweet they are about 9/10 weeks old. If interested they will...,[],adoptable,2020-02-21T02:40:48+0000,2020-02-21T02:40:48+0000,,"{'email': 'happylifeanimalrescue@gmail.com', 'phone': '(845) 202-3580', 'address': {'address1': 'PO Box 162', 'address2': None, 'city': 'Patterson', 'state': 'NY', 'postcode': '12563', 'country': 'US'}}","{'self': {'href': '/v2/animals/47432973'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/ny1334'}}"
47432974,NY1334,https://www.petfinder.com/dog/veronica-47432974/ny/patterson/happy-life-animal-rescue-ny1334/?referrer_id=96f6bcc2-4d0b-4971-9351-30a7a4f94a88,Dog,Dog,"{'primary': 'Terrier', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': 'Bicolor', 'secondary': None, 'tertiary': None}",Baby,Female,Small,Short,"{'spayed_neutered': False, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': False}","{'children': True, 'dogs': None, 'cats': None}",[],Veronica,Come and meet the Riverdale pups from Alabama. Super sweet they are about 9/10 weeks old. If interested they will...,[],adoptable,2020-02-21T02:40:48+0000,2020-02-21T02:40:48+0000,,"{'email': 'happylifeanimalrescue@gmail.com', 'phone': '(845) 202-3580', 'address': {'address1': 'PO Box 162', 'address2': None, 'city': 'Patterson', 'state': 'NY', 'postcode': '12563', 'country': 'US'}}","{'self': {'href': '/v2/animals/47432974'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/ny1334'}}"
47432975,NY1334,https://www.petfinder.com/dog/betty-47432975/ny/patterson/happy-life-animal-rescue-ny1334/?referrer_id=96f6bcc2-4d0b-4971-9351-30a7a4f94a88,Dog,Dog,"{'primary': 'Terrier', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': 'Apricot / Beige', 'secondary': None, 'tertiary': None}",Baby,Female,Small,Short,"{'spayed_neutered': False, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': False}","{'children': True, 'dogs': None, 'cats': None}",[],Betty,Come and meet the Riverdale pups from Alabama. Super sweet they are about 9/10 weeks old. If interested they will...,[],adoptable,2020-02-21T02:40:48+0000,2020-02-21T02:40:48+0000,,"{'email': 'happylifeanimalrescue@gmail.com', 'phone': '(845) 202-3580', 'address': {'address1': 'PO Box 162', 'address2': None, 'city': 'Patterson', 'state': 'NY', 'postcode': '12563', 'country': 'US'}}","{'self': {'href': '/v2/animals/47432975'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/ny1334'}}"
47432971,CA137,https://www.petfinder.com/cat/dim-sum-47432971/ca/sherman-oaks/cat-connection-ca137/?referrer_id=96f6bcc2-4d0b-4971-9351-30a7a4f94a88,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Black & White / Tuxedo', 'secondary': None, 'tertiary': None}",Adult,Male,Medium,Short,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': True, 'dogs': None, 'cats': True}","['loving', 'sweet', 'friendly', 'playful']",Dim Sum,"Dim Sum is a darling two year old Black/White Tuxedo with a sweet face, white chin, bib and feet and...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432971/1/?bust=1582252828&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432971/1/?bust=1582252828&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432971/1/?bust=1582252828&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432971/1/?bust=1582252828'}]",adoptable,2020-02-21T02:40:48+0000,2020-02-21T02:40:48+0000,,"{'email': 'catconnection@sbcglobal.net', 'phone': '(818) 298-3197', 'address': {'address1': '14270 Ventura Blvd', 'address2': None, 'city': 'Sherman Oaks', 'state': 'CA', 'postcode': '91416', 'country': 'US'}}","{'self': {'href': '/v2/animals/47432971'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/ca137'}}"
47432959,MD98,https://www.petfinder.com/dog/bentley-47432959/md/annapolis/lab-rescue-of-lrcp-inc-md98/?referrer_id=96f6bcc2-4d0b-4971-9351-30a7a4f94a88,Dog,Dog,"{'primary': 'Labrador Retriever', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Black', 'secondary': None, 'tertiary': None}",Young,Male,Medium,Short,"{'spayed_neutered': True, 'house_trained': True, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': True, 'cats': None}",[],Bentley,Bentley is an 18-month-old neutered male black lab. Bentley weighs 54 pounds and is up to date on shots. This...,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432959/1/?bust=1582252690&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432959/1/?bust=1582252690&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432959/1/?bust=1582252690&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432959/1/?bust=1582252690'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432959/2/?bust=1582252693&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432959/2/?bust=1582252693&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432959/2/?bust=1582252693&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432959/2/?bust=1582252693'}]",adoptable,2020-02-21T02:40:18+0000,2020-02-21T02:40:18+0000,,"{'email': 'info@lab-rescue.org', 'phone': '(301) 299-6756', 'address': {'address1': None, 'address2': None, 'city': 'Annapolis', 'state': 'MD', 'postcode': '21401', 'country': 'US'}}","{'self': {'href': '/v2/animals/47432959'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/md98'}}"
47432940,TX92,https://www.petfinder.com/dog/nicholas-47432940/tx/conroe/spca-pets-snap-of-montgomery-county-texas-tx92/?referrer_id=96f6bcc2-4d0b-4971-9351-30a7a4f94a88,Dog,Dog,"{'primary': 'Terrier', 'secondary': 'Dachshund', 'mixed': True, 'unknown': False}","{'primary': 'Brown / Chocolate', 'secondary': 'White / Cream', 'tertiary': None}",Adult,Male,Small,Short,"{'spayed_neutered': True, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': False}","{'children': True, 'dogs': True, 'cats': None}",[],Nicholas,"Meet this adorable pair of canines (who can be adopted separately) named NICHOLAS and Noel, who were rescued together from...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432940/1/?bust=1582252717&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432940/1/?bust=1582252717&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432940/1/?bust=1582252717&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432940/1/?bust=1582252717'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432940/2/?bust=1582252723&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432940/2/?bust=1582252723&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432940/2/?bust=1582252723&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432940/2/?bust=1582252723'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432940/3/?bust=1582252734&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432940/3/?bust=1582252734&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432940/3/?bust=1582252734&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432940/3/?bust=1582252734'}]",adoptable,2020-02-21T02:39:55+0000,2020-02-21T02:39:55+0000,,"{'email': 'spca_rescue@yahoo.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Conroe', 'state': 'TX', 'postcode': '77305', 'country': 'US'}}","{'self': {'href': '/v2/animals/47432940'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/tx92'}}"
47432912,TX947,https://www.petfinder.com/dog/jennie-47432912/tx/temple/apac-association-for-a-pet-adoption-center-tx947/?referrer_id=96f6bcc2-4d0b-4971-9351-30a7a4f94a88,Dog,Dog,"{'primary': 'Dachshund', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': 'Red / Chestnut / Orange', 'secondary': None, 'tertiary': None}",Adult,Female,Small,Long,"{'spayed_neutered': True, 'house_trained': True, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': True, 'cats': True}",[],Jennie,"Meet Jennie!  Jennie is a 1 year old dachshund mix.  She is approximately 10lbs. She is spayed, heartworm negative and...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/5/?bust=1582252409&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/5/?bust=1582252409&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/5/?bust=1582252409&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/5/?bust=1582252409'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/1/?bust=1582252041&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/1/?bust=1582252041&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/1/?bust=1582252041&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/1/?bust=1582252041'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/2/?bust=1582252043&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/2/?bust=1582252043&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/2/?bust=1582252043&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/2/?bust=1582252043'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/3/?bust=1582252403&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/3/?bust=1582252403&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/3/?bust=1582252403&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/3/?bust=1582252403'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/4/?bust=1582252407&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/4/?bust=1582252407&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/4/?bust=1582252407&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/4/?bust=1582252407'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/6/?bust=1582252411&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/6/?bust=1582252411&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/6/?bust=1582252411&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47432912/6/?bust=1582252411'}]",adoptable,2020-02-21T02:39:51+0000,2020-02-21T02:39:51+0000,,"{'email': 'myhappytail@yahoo.com', 'phone': '(254) 541-1461', 'address': {'address1': None, 'address2': None, 'city': 'Temple', 'state': 'TX', 'postcode': '76503', 'country': 'US'}}","{'self': {'href': '/v2/animals/47432912'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/tx947'}}"
